cleaned_content,sentiment
drivernya dikit gamau ambil gamau cancel,0
kasih bintang karna diskon tar gak potong ngambek bintang,2
nice,2
jelek driver belagu gocar bgt sampe males kyk gitu kerja aja ga becus,0
butuh transportasi angkut,0
kacau,0
woii kalo qr code krl detik bego lu tap qr code krl gak ngantri otak lo pake pasar senen keluar sinyal jelek kasih menit hitung antri,0
sen makan nunggu jam expres komitmen minimal udh mati kelaperan make apk udh kapok,0
woi gojek makan sudha knp status siapin driver aplikasi gk gk opsi chat admin gojek pesan cepat gk utara keluh aplikasi,0
parah makan g d anter,0
sistem eror kena marah,1
tolak driver nya gilir booking ulang ga bnyk booking d yg,0
praktis,2
jam tungguin pesan gue batalin terang gue jam,0
x order goride bayar pakai gopay driver yg cancel saldo gopay emang,0
okay sip,2
sampah error mulu buka pangkal aja min kocak bener aplikasi lo,0
saldo gopay sedot dikemblikan krn driver jalan order pengantarantidak jelas dr minggu,0
bagus,2
dr dlu ttp pke gojek,2
,2
gosend susah,1
aplikasi lot pakai device vivo v mending grab,0
gercep keren bgt,2
sistem gojek ngaco krna orang yg pergi biar cepat gojek eh dapet driver nya yg ujung langit cancel cancel,0
layan ramah,2
tangan cepat waktudriver ramah terimakasih ya orang,2
ok,2
beli paket online paket bayar ongkos mahal biar kirim instan masukin samday gimana nih jelas bayar ongkos instan mahal loh,0
simplebanyak diskoncepat mantapp,2
bagus bet cok fix banget pake gojek,2
tolong ganti nama tunai cod,0
pake gojek praktis ga capek bawa kendara,2
gak transfer bank baik sistem info langgan nyaman bintang gojek,0
apa sakit hati bgt sen yg standar dateng yg hemat motor jelek jalan km butuh yg nyaman puasa ramadhan panas panas ga mood ya allah sorry bintang,0
isi gopay tdk oke in,0
puas pakai gojek,2
sok araraneh si gocar teh nunggu nunggu order masuk notif konsumen batal order iraha masuk na eta order,0
ok,2
oke,2
good,2
tanggung k juta ngasihnya hehee,2
sangattt rekomendasi pakai aplikasi kendal sedikit jdi wajib mendownload,2
tolong yah driver yg lokasi dg jemput yg order yg lokasi kasihan drivernya d cancel karna jauh heran,0
mantap app bantu mudah paham,2
gojek bantu,2
jelek,0
bantu,2
apk gaje caper org lgi maen mlh muncul notif jdi mti sialll,0
aplikasi suka hapus,2
jasa transfortasi bantu goods job,2
oke bangetpesanan nya,2
martop markotop,2
orang orang gopay pinjam toner ya sampe gw doangkalap bayar ya tolong ringan kasih toner bulanbiar ga telat bayar,0
sabgat bantu,2
alam gojek aman aja trus alternatif kalo duit seret klo voucher diskon wkkwkwk kadang bug kyk loading gofood nya tpi jaringandata,2
ramah,2
good,2
alhamdulillah kendala gojek andal,2
bantu pesan cepat antar bayar mahal layak pakai pilih app yg rasional,0
goodjobs,2
tanggal mqret erore pdhal butuh bgt nagis knpa pas,1
terimakasih,2
aplikasi gojek lg,0
mantap,2
tingkat,2
alhamdulillah amanah,2
tolong adakan menu review resto selesai mesen go food resto go food asal saji makan kurang volume layakbasi tolong tindak mitra food rugi konsumen,2
layan sampah,0
app membantuu,2
wewew,2
recomended,2
jalan mana mudah nyaman,2
mntapp,2
good,2
sngat mhal bgt rute sya ny cm byr d januari msak dr februari ampe skrg jd jarak ny pdhl n tuju jg helloooo n ny dmn gaes jarak,0
harga cepat respon,2
eh bangke kemaren aplikasi ga bener gw isi gopay smpe skrg ga masuk masuk cs ga,0
bantu jalan,2
good,2
utk layan masyarakat,2
keren up to date,2
gojek jelek ngasih driverny yg udh tau buru buru,0
gopaylater blokir pdahal gak telat bayar sslalu mengunakan apps gojek status nya rieview smp,1
bantu,2
god job,2
mantap sayang kadang nyari drivernya,2
bantu,2
bayar ga dipake uang sndiri bintang dah pantes,0
bagus ajadah,2
bagus,2
bagus,2
muas,2
bantu,2
mantab,2
aplikasi ribet teh hujan driver jemput cancel harga nya,0
top poko e,2
guna gojek sejati promonya kurang gadapat promo,1
diskon donks,2
sikap driper yg sopan bicara yg ga,2
mudah,2
oke bgt,2
mudah jalan,2
murah tetangga nya,2
bagus,2
mantep promo,2
pesan goride jarak km harga driver kasi drivernya potong order sungguh dzolim aplikasi,0
senang,2
mantaap,2
nice,2
udh pilih yg express telat kocak gabisa dibatalin lg,0
top,2
bantu,2
terimakasih,2
good job aplikasi ojek online,2
kecewa bayar tagih paylater aja tolak mengajukam gak bsa ganti no hp aja error ganti no,0
prustasi pake aplikasi inierror ko ya layan nyaharusnya baik,0
aplikasi memcahkan fakta sebenarnyahanya mengdepqnkan teori robot tolong evaluasi,0
bantu,2
bantu,2
good,2
beli makan gofood ongkir nya kali lipat jarak nya km,0
kece rutin bayar via gopaylater gopaylater nya,2
,2
restoran sampi km,0
bagus,2
map nya benerin gak sesuai pas order gofood udh gabisa ketik manual peta pas peta mlh ngaco jembut,0
selamat malam korban gopay later karna akun memboboldi bajak hacker tipu nominal jt tagih aja gopay later ga minjemuang pake paylater smaa aneh harap langgan gojek gopay hapus tutup akun gopay later jadi,0
makan nya telat udah mahal,0
safety,2
yg ok,2
ga kalo erorharusnya erti,2
rider antar cepat selamat tuju,2
ramah,2
promo gofood hilang pesan buka dam sahur promo hilang biar belanja,0
bagus,2
garcep,2
promo,2
mantap,2
ok bantu susah ga kendara malam,2
bagus,0
masukin lokasi berkalikali tetep ngga detect upgrade premium gak untung gak ngerti sistem gmna,0
parah gabisa rating resto driver ganti jam malam jam customer buat,0
adil suka makan jerih paya driver bonus gak ambil,0
bagus layan,2
update baru maret gojek ngelag lelet buka pesan driver aja susah kadang klik menu ga,0
kenapaa yahh tiapp udah ditinggalin aplikasi baharu teruss,1
woi order ambil napa cancel sono,0
muas,2
coba,2
hujan susah temu driver batal bantu,0
bantu,2
aman pesan driver tambah kadang drivernya cancel tunggu,2
terima kasih,2
susah kali log in daftar,0
anjay,2
gooddddd,2
orang kasih tau bayar nya mke apaa kya minimal jelas biar org sadar byar mke ma mna supir nya trima aja lgi tu duit trnyara pas gw cek saldo gw udh kebyar mke gopay apk ny bkin tumpang nguras duit,0
program promosi warung gimana konsep nya potong ya hasil jual potong mentang bayar udh ambil untung persen jual jual ga pake modal,0
pesan masuk alamat jemput tuju driver ambil pesan karna pesan mnt coba alamat rumah temu cari lokasi rumah manual peta tolong baik telat dateng acara frustasi,0
ko ga panggil daftar banget motor sampe udah ganti yg baru ngojol tp ga panggil udang wa nya boss,2
bgus,2
mantap gojek,2
mantap,2
aplikasi bantu,2
jelek apl nya,0
gojek baik sistem batal beli makan driver beli batal jam orang udah kelaperan nunggu dibatalin gak gimana beli double beli gimana,0
mantab,2
harga goride eh nyari alamat kali cek harga cuman pindah titik cuman rumah titik tarif nya pindah apk belah aja,0
very gud,2
driver gofood ng g gimana susah banget pesan makan,0
puas layan gojek serta drivernya,2
ringin diskon min hehe,2
jalan jalan,2
ngelag bgt aplikasi pleer niat bikin aplikasi ga si,0
maps eror,0
dpt diskon,2
aplikasi eror sen alamat hilang ngisi udah maka diskon ga kepake,0
gojek erorrr tolonggg,0
paket internet wifi sinyal lancar bilang gada internet trus ngeleknya freak mls bikin badmood,0
aplikasi murah pakai diskon mahal diskon nya blm pakai udah hilang tolong gojek baik diskon pakai tibatiba hilang pakai habis diskon nya,1
apik,2
baik,2
server trouble,0
error ya tuhan,1
ganggu error telat ah,0
kyk gin gojek lelet banget,1
segitu nya driver massa gak ngambil order gobiz kompensasi percumah kagak respon,0
baguss bgett bantu bgett,2
woi gojek gw pesan ojol gabisa nampilkan daftar alamat hah tulis silang ros baik suruh masukin manual pas udah dimasukin manual aja gabisa gw ga pesan ojol kalo alam guna minus kuadriliun,0
elor,0
pas butuh nggak setting lokasi udah pake map tinggal ngikut settingan map pilih pake lokasi settinggilaaakk mau apasih suruh setting kagak bisaa gmna mo sen coba,0
payah aplikasi eror,0
yaaah bug pas sen udh refresh dgn tulis server unavaible,0
bantu gofood nya,2
urgent ganggu ga bs nemu titik jempur,0
apk ga kalo hujan gaada driver ngambil lihat peta driver sampe nunggu jam gaada driver yg ngambil order beda apk belah hujan angin badai aja driver yg ngambil orderantolong baik,0
gajelas jam pulang kerja gada yg ambil maps driver driver males tolong gojek driver driver males gitu ban aja akun males kerja,0
banyak baik,0
aplikasi bagus tp maaf g bintang ya apk suka error jir,2
susah banget dpat driver,1
sorry bgt kasih bintang krna skrng gofood ongkir nya jd gede bgt ga masuk akal yg nya rb an skrng ongkir nya jd rb atas c,1
apk kaga lot banget,0
maps error susah pesan,0
mantabbb,2
aplikasi error gak chat driver nya,0
ok,2
bug trs bos,0
pencet gopud gabisa batal pencet driver batal aplikasi rampok duit rakyat promo pelit moga maxim kembang,0
susah driver pesan dicancel,0
aplikasi nya bagus cocok mager rumah tinggal sen aja simple praktis,2
curhat ah bintang opsi sopan komennya ramah tdk sopan tdk ramah beda driver klo ga bnyk sopan yg terkadang sopan yg suka goda langgar sopan yg selamat bintang orang driver susah cari hasil keluarga derita,2
sen makan gabisa eror,0
pilih gocar hemat driver tdk nyantol sdh dpt driver dibatalin karna pilih hemat knp gak pilih oke hapus,0
gimana sih mesan makan pesan goride aja banget udah update pesan makan ga sinyal jaring bagusbagus aja tolong baik kali gosend alas ga sinyal,0
customer service buruk,0
good,2
topppppppp,2
prioritas kerja tpi karna serempet pas jdi mikirlagi,0
kena kendala payment ga samsek uang makan gopay aduh,1
bantu,2
asli enak banget pakek bantu banget kalok males mana,2
baik promo,2
aplikasi josss gandosss kang mas,2
bagus,2
kasih bintang min ga risol mayo cewe gua nyidam risol mayo duh kecewa,0
ok mantap,2
suka dapetnya ga tau drivernya suka ga ambil,0
bagus,2
mudah operasi,2
,2
tagih gopay later bayar tagih selesai sesal,0
kerennn,2
ok,2
mntap,2
ter integrasi kai gojek bantu,2
gak nmr kontak cs gojek yg hubung aplikasi gojek tumpang,0
mantap,2
neng karna dapet diskon,2
driver derita,0
milih milih order jir dicancel depan mata ngeliat gendut kurus,0
gabisa batal pesan customer nya cs nya ga bantu tetep sen yg cancel dlu,0
pesan jarak tunggu jam parah,0
good moment,2
bagus,2
ramah,2
mantap dn bagus gojek,2
enak murah,2
gaass,2
mantap layan,2
bagus layan,2
ok banget,2
bagus,2
,2
abang gojek ramahtepat jemput tujuanterimakasih abang gojek,2
so far apk gojek bgus bngt sih murce hrga makan gojek gocarnya moga depan gojek tetep ksih yg baik deh customer nya hehe thank you gojek,2
mudah,2
bintang akun bintang customer kasih tip drivernya bintang gilir kasih bintang sekolah oknum gojek,0
oke ja ulun,2
jemput penggunapenumpang,2
praktis hem aman nyaman,2
gabisa order goride nya paokk,0
kerenn aplikasi nyaa,2
ok banget,2
mantap,2
bgt jing,0
susah bangettttt dapet driver barangggggg tolong gojek driver batalib pesan kenain sanksiiiiiii order sampe jammmmm dicancel terussssss udah kek bawa bom ajaaaaaaa,0
bantu,2
oke,2
sambung akun astro gojek otp nya kirim tunggu usaha pulih sakit cepat sulit sistem aplikasi gojek yg ribet mohon baik,0
bagus,2
madep,2
gofood bantu pas lapar gocar bantu cuaca sahabat gojeg bantu pas buru gosend bantu pas brang tinggal,2
makan enak driver mantap tap tap tap,2
apklikasi nya mantap,2
pokok nya bantu,2
mantap,2
layan yg murah cepat,2
ok,2
keren servicenya,2
pilih alamat salah tunjuk peta mohon d update peta yg sesuai tdk driver binggung konsumen kecewa,2
mantabb,2
oke,2
,2
muas layan nya,2
mana mudah cepat,2
pesan goride comfort vario,0
abang gojek ramah mogok motor jln tawar bantuanmakasih abang gojek,2
mantap,2
gojek batam lelet hujan morotin dompet gerak alas bookingan rame aplikasi driver nya nganggur,0
ajah tinggl pesan,2
aplikasi cepat kasih driver,2
good,2
bagus,2
oke,2
ga puas layan driver mobil gosend driver motor driver nya alamat hujan driver mobil suka nyasar titik nya driver ga mohon baik titik lokasi driver ga rugi lokasi sesuai catat posisi driver gang belah rumah sebab miss communication,0
diskon layan nya udah bagus cuman saran lokasi driver nya tingkat ya,2
mantapp,2
tolong perhati kalo ngojek akun akun ganda maxsim ngojek offline atribut mengatasnamakan gojek kecewa karna bayar lipat,0
mantabb,2
aman nyaman,2
supir gocar nya malas pesan hujan hujan urgent malas,0
bagus,2
murah aplikasi propesional,2
ok,2
bermaafaat gojeg murah mudah,2
gak dapet dapet driver nya udah jam,0
layan go food cocok beli makan sahur ga sahur,0
mantaf,2
hati ya yg pake gopinjam kalo telat bayar akun retas dc nya teror aneh gojek tau lho gak heran deh kalo hilang saldo gopay orang krn provider kasi ijin utk retas hati guna gojek hati,0
,2
biasa emang ga cepat ga nyalain aplikasi langgan jam banget alas nunggu prepare jarak jalan nya memang langgan atur driver,0
mantap,2
mudah aktifitas guna bantu,2
biar bintang bicaraa,2
ongkir mahal pajak aplikasi gede biaya aplikasi gede jarang voucher gratis ongkir guna durasi pesan ampai jam gak dicancel gilir detikdetik harap cancel otomatis nyantol driver udah opsi busuk,0
gopay mohon tindak cepat tf uang gopay gak masuk,0
drivery ongkiry ribu perak doang ribu perak dapet zaman,0
mudah bantu cepat responsif thx,2
gojek aplikasi senang,2
bantu tranportasi cepat praktis,2
pilih pergi mesan makan,2
bagus bgt drive ramah,2
gojek parah sen makan sampe jam nunggu nya blm beres jga,0
aplikasi mesan baik indonesia terimakasih gojek gak hp berat aplikasi belah,2
nyaman,2
mantap,2
mantap,2
kelas king,2
mantap,2
cepat,2
ok,2
okehhh,2
nih gojek sadar teror chat akun klo bayar hutang yg sopan pinjam tanggap gojek konfirmasi customer service kataa suruh abai halooo ancam lho abai kalo data sebar tanggung jawabana salah cemar nama melaporkana,0
terkadang transfer masuk minus rb rupiah pas ngisi saldo masuk beut,0
banyakk promo sukaaaa,2
mantap,2
bagus,2
cepat,2
sen makan menit melulu tunggu jam pakai expres,0
mantap,2
susah driver pesan gofood estimasi telat ujung gk driver,0
drivernya amanah jalan banget,2
gojek oke,2
mudah perlu apa,2
bantu,2
minggu kasih vocher gerat ongkir dongg,2
ok,2
aplikasi yg rugi guna x pesan lelah munggu batal gx regulasi order tunggu jaman pesan uninstall thanks,0
ok,2
,2
oke,2
order go food kirim express kali tp telatsama aja kyk kirim standar mahga dpt driver yg ga tindak apaklo bintang udah kasih bintang aja,0
memlermudah mana,2
sen makan jam ga driver maksa ngantar makan alas gabisa dibatalin cs gabisa ngasi solusi pindah shopeefood aja,0
mantap,2
aplikasi bagus nunggu jam gak dapet driver gak batalin sistem sampah,0
gak dapet driver lambat jam tolong mudah proses batal x medapat cancel gojek perihal susah cari driver jam buang siasia tunggu cancel gojek menit tunggu driver yg kunjung lambat susah driver batal pesan rugi customer,0
baik,2
,2
badhampir layan wajib guna uninstall yg hubung dgn gojek mending pake aplikasi belah yg fast respon,0
goodddddd,2
ok,2
bagus,2
mantap,2
garansi gofood pakai mahal telat,0
dapat minim banget,2
bagus,2
tolong gofood adain lamsel tepat tanjung bintang pusat kota aja krna desa butuh apk,1
lelet parah beli makan aja susah,0
,2
driver gosend karna double order tollool,0
mesen lambat driver ngambil jarang cepet,0
orang saba hatimya amanah oke,2
menit batalin pesan tdk buruk,0
order gofood udh nunggu jam eh driver sibuk jam trs tbtb ongkir,0
kalo cuaca buruk suka eror maps nya sm driver nya nunggu,1
mantap,2
overall sih aplikasi nya pas hujan suka bikin jengkel udah banget nunggu nya gak driver,2
gajelas paket hemat kalo tolong baik asa kalo pake paket hemat pake voucher pake paket hemat gabisa oake voucher gajelass,0
bagus,2
cari driver utk go food bgt cashless,0
mantap,2
ntaps,0
pesan gak drivernya,0
susah driver hujan,0
app jelek puasa gojek nolak terima kek gapapa kali buka puasa tunggu in,0
gofood tuh ngebantu banget pas mager tinggal klik aza yg tunggu dah,2
gk ads discon ya beda temenku discon punya gk ya n pakai bank yg gk punyabagus aplikasi nya,2
bantu gojek,2
gak solusi,0
driver pdhl driver yg deket haduh buang banget banyak ngumpul stasiun duri,0
sen gojek drivernya pilih cancel driver,0
go foodnya tolong batal pas akhir udah nunggu jam dibatalin harusx sistem batalin awal biasa bgt orang suruh nunggu bgt ujung udah jam batal perut smpek sakit nungguin,0
aplikasi udah nggak seworth it dlu gw coba sen goride minggu harga jarak km habis minggu eh ga masuk akal anjg jarak emng babi ni apk kecewa berat,0
kirim siap,0
biaya ongkir ekonomi nya minimal belanja ribu ongkir ekonomi hemat uang uang sisa tip beli pesan murah harap gojek pikir kasih bintang,1
oke,2
oke,2
ngeten pol pokok e,2
senang kalo cepatkecewa kalo lambat pake banget,2
suka diskonnyaa,2
bantu hidup hari,2
aplikasi gak update gak,0
maen slot argo saing jalan kontener kontener bus mobil yg speed gak tau brp buset,0
ok bgt,2
respon cepat driver ramah ramah,2
tahan kualitas ya,2
sat set sat set,2
driver nya ramah,2
good,2
tolong baik rute jalan aplikasi salah paham driver ya masah rute,0
aplikasi gojeg gopay transfer top updi sebab kendala data e ktp poto tolak pengaplobkan veripikas gopay pakai id e ktp nilai gampang gopay gojeg,0
keren dr sm seksrang gua make gojek s gk prnh yg,2
